Training console diary: C:\Users\abuj\Code\Reinforcement-Learning-Furuta-Inverted-Pendulum\results\TD3\run_20260704_015559_td3_mathworks_style_pi_current_1c_500hz_long_detailed\training_console.log
Episode:   1/5000 | Episode reward:  1113.94 | Episode steps: 1973 | Average reward:  1113.94 | Step Count: 1973 | Episode Q0:    28.33
Episode: 695/5000 | Episode reward:  1318.05 | Episode steps: 2500 | Average reward:  1294.88 | Step Count: 1325671 | Episode Q0:    38.31
Episode: 696/5000 | Episode reward:  1443.87 | Episode steps: 2500 | Average reward:  1319.46 | Step Count: 1328171 | Episode Q0:    38.31
Episode: 697/5000 | Episode reward:  1206.32 | Episode steps: 2500 | Average reward:  1316.92 | Step Count: 1330671 | Episode Q0:    38.31
Episode: 698/5000 | Episode reward:  1322.17 | Episode steps: 2500 | Average reward:  1330.92 | Step Count: 1333171 | Episode Q0:    38.31
Episode: 699/5000 | Episode reward:  1293.18 | Episode steps: 2500 | Average reward:  1325.35 | Step Count: 1335671 | Episode Q0:    38.31
Episode: 700/5000 | Episode reward:  1306.59 | Episode steps: 2500 | Average reward:  1311.98 | Step Count: 1338171 | Episode Q0:    38.31
Episode: 701/5000 | Episode reward:  1119.73 | Episode steps: 2500 | Average reward:  1301.00 | Step Count: 1340671 | Episode Q0:    38.31
Episode: 702/5000 | Episode reward:  1291.11 | Episode steps: 2500 | Average reward:  1305.24 | Step Count: 1343171 | Episode Q0:    38.31
Episode: 703/5000 | Episode reward:  1222.22 | Episode steps: 2500 | Average reward:  1271.14 | Step Count: 1345671 | Episode Q0:    38.31
Episode: 704/5000 | Episode reward:  1144.21 | Episode steps: 2500 | Average reward:  1266.75 | Step Count: 1348171 | Episode Q0:    38.31
Episode: 705/5000 | Episode reward:  1827.36 | Episode steps: 2500 | Average reward:  1317.68 | Step Count: 1350671 | Episode Q0:    38.31
Episode: 706/5000 | Episode reward:  1383.84 | Episode steps: 2500 | Average reward:  1311.67 | Step Count: 1353171 | Episode Q0:    38.48
Episode: 707/5000 | Episode reward:  1303.28 | Episode steps: 2500 | Average reward:  1321.37 | Step Count: 1355671 | Episode Q0:    38.48
Episode: 708/5000 | Episode reward:  1414.29 | Episode steps: 2500 | Average reward:  1330.58 | Step Count: 1358171 | Episode Q0:    38.48
Episode: 709/5000 | Episode reward:  1422.53 | Episode steps: 2500 | Average reward:  1343.52 | Step Count: 1360671 | Episode Q0:    38.48
Episode: 710/5000 | Episode reward:  1300.45 | Episode steps: 2500 | Average reward:  1342.90 | Step Count: 1363171 | Episode Q0:    38.48
Episode: 711/5000 | Episode reward:  1409.80 | Episode steps: 2500 | Average reward:  1371.91 | Step Count: 1365671 | Episode Q0:    38.48
Episode: 712/5000 | Episode reward:  1257.64 | Episode steps: 2500 | Average reward:  1368.56 | Step Count: 1368171 | Episode Q0:    38.48
Episode: 713/5000 | Episode reward:  1557.17 | Episode steps: 2500 | Average reward:  1402.06 | Step Count: 1370671 | Episode Q0:    38.48
Episode: 714/5000 | Episode reward:  1413.83 | Episode steps: 2500 | Average reward:  1429.02 | Step Count: 1373171 | Episode Q0:    38.48
Episode: 715/5000 | Episode reward:  1366.48 | Episode steps: 2500 | Average reward:  1382.93 | Step Count: 1375671 | Episode Q0:    38.48
Episode: 716/5000 | Episode reward:  1298.99 | Episode steps: 2500 | Average reward:  1374.45 | Step Count: 1378171 | Episode Q0:    38.48
Episode: 717/5000 | Episode reward:  1379.64 | Episode steps: 2500 | Average reward:  1382.08 | Step Count: 1380671 | Episode Q0:    38.48
Episode: 718/5000 | Episode reward:  1399.20 | Episode steps: 2500 | Average reward:  1380.57 | Step Count: 1383171 | Episode Q0:    38.48
Episode: 719/5000 | Episode reward:  1439.82 | Episode steps: 2500 | Average reward:  1382.30 | Step Count: 1385671 | Episode Q0:    38.48
Episode: 720/5000 | Episode reward:  1525.99 | Episode steps: 2500 | Average reward:  1404.86 | Step Count: 1388171 | Episode Q0:    38.48
Episode: 721/5000 | Episode reward:  1392.35 | Episode steps: 2500 | Average reward:  1403.11 | Step Count: 1390671 | Episode Q0:    38.48
Episode: 722/5000 | Episode reward:  1545.33 | Episode steps: 2500 | Average reward:  1431.88 | Step Count: 1393171 | Episode Q0:    38.48
Episode: 723/5000 | Episode reward:  1280.37 | Episode steps: 2500 | Average reward:  1404.20 | Step Count: 1395671 | Episode Q0:    38.48
Episode: 724/5000 | Episode reward:  1302.01 | Episode steps: 2500 | Average reward:  1393.02 | Step Count: 1398171 | Episode Q0:    38.48
Episode: 725/5000 | Episode reward:  1419.80 | Episode steps: 2500 | Average reward:  1398.35 | Step Count: 1400671 | Episode Q0:    38.48
Episode: 726/5000 | Episode reward:  1406.99 | Episode steps: 2500 | Average reward:  1409.15 | Step Count: 1403171 | Episode Q0:    38.48
Episode: 727/5000 | Episode reward:  1283.31 | Episode steps: 2500 | Average reward:  1399.52 | Step Count: 1405671 | Episode Q0:    38.48
Episode: 728/5000 | Episode reward:  1295.51 | Episode steps: 2500 | Average reward:  1389.15 | Step Count: 1408171 | Episode Q0:    38.48
Episode: 729/5000 | Episode reward:  1518.02 | Episode steps: 2500 | Average reward:  1396.97 | Step Count: 1410671 | Episode Q0:    38.48
Episode: 730/5000 | Episode reward:  1399.84 | Episode steps: 2500 | Average reward:  1384.35 | Step Count: 1413171 | Episode Q0:    38.48
Episode: 731/5000 | Episode reward:  1342.88 | Episode steps: 2500 | Average reward:  1379.40 | Step Count: 1415671 | Episode Q0:    38.48
Episode: 732/5000 | Episode reward:  1306.22 | Episode steps: 2500 | Average reward:  1355.49 | Step Count: 1418171 | Episode Q0:    38.48
Episode: 733/5000 | Episode reward:  1366.31 | Episode steps: 2500 | Average reward:  1364.09 | Step Count: 1420671 | Episode Q0:    39.13
Episode: 734/5000 | Episode reward:  1094.18 | Episode steps: 2500 | Average reward:  1343.31 | Step Count: 1423171 | Episode Q0:    39.13
Episode: 735/5000 | Episode reward:  1183.75 | Episode steps: 2500 | Average reward:  1319.70 | Step Count: 1425671 | Episode Q0:    39.13
Episode: 736/5000 | Episode reward:  1291.93 | Episode steps: 2500 | Average reward:  1308.19 | Step Count: 1428171 | Episode Q0:    39.13
Episode: 737/5000 | Episode reward:  1413.20 | Episode steps: 2500 | Average reward:  1321.18 | Step Count: 1430671 | Episode Q0:    39.13
Episode: 738/5000 | Episode reward:  1423.37 | Episode steps: 2500 | Average reward:  1333.97 | Step Count: 1433171 | Episode Q0:    39.13
Episode: 739/5000 | Episode reward:  1297.80 | Episode steps: 2500 | Average reward:  1311.95 | Step Count: 1435671 | Episode Q0:    39.13
Episode: 740/5000 | Episode reward:  1311.40 | Episode steps: 2500 | Average reward:  1303.10 | Step Count: 1438171 | Episode Q0:    39.13
Episode: 741/5000 | Episode reward:  1482.51 | Episode steps: 2500 | Average reward:  1317.07 | Step Count: 1440671 | Episode Q0:    39.13
Episode: 742/5000 | Episode reward:  1357.89 | Episode steps: 2500 | Average reward:  1322.23 | Step Count: 1443171 | Episode Q0:    39.13
Episode: 743/5000 | Episode reward:  1183.87 | Episode steps: 2500 | Average reward:  1303.99 | Step Count: 1445671 | Episode Q0:    39.13
Episode: 744/5000 | Episode reward:  1278.53 | Episode steps: 2500 | Average reward:  1322.42 | Step Count: 1448171 | Episode Q0:    39.13
Episode: 745/5000 | Episode reward:  1137.29 | Episode steps: 2500 | Average reward:  1317.78 | Step Count: 1450671 | Episode Q0:    39.13
Episode: 746/5000 | Episode reward:  1169.06 | Episode steps: 2500 | Average reward:  1305.49 | Step Count: 1453171 | Episode Q0:    39.13
Episode: 747/5000 | Episode reward:  1340.96 | Episode steps: 2500 | Average reward:  1298.27 | Step Count: 1455671 | Episode Q0:    39.13
Episode: 748/5000 | Episode reward:  1220.87 | Episode steps: 2500 | Average reward:  1278.02 | Step Count: 1458171 | Episode Q0:    39.13
Episode: 749/5000 | Episode reward:   302.64 | Episode steps: 2500 | Average reward:  1178.50 | Step Count: 1460671 | Episode Q0:    39.13
Episode: 750/5000 | Episode reward:   419.09 | Episode steps: 2500 | Average reward:  1089.27 | Step Count: 1463171 | Episode Q0:    39.17
Episode: 751/5000 | Episode reward:  1530.03 | Episode steps: 2500 | Average reward:  1094.02 | Step Count: 1465671 | Episode Q0:    39.17
Episode: 752/5000 | Episode reward:  1499.51 | Episode steps: 2500 | Average reward:  1108.18 | Step Count: 1468171 | Episode Q0:    39.17
Episode: 753/5000 | Episode reward:  1509.77 | Episode steps: 2500 | Average reward:  1140.77 | Step Count: 1470671 | Episode Q0:    39.17
Episode: 754/5000 | Episode reward:  1287.10 | Episode steps: 2500 | Average reward:  1141.63 | Step Count: 1473171 | Episode Q0:    39.17
Episode: 755/5000 | Episode reward:  1580.37 | Episode steps: 2500 | Average reward:  1185.94 | Step Count: 1475671 | Episode Q0:    39.17
Episode: 756/5000 | Episode reward:  1597.72 | Episode steps: 2500 | Average reward:  1228.80 | Step Count: 1478171 | Episode Q0:    39.17
Episode: 757/5000 | Episode reward:  1342.34 | Episode steps: 2500 | Average reward:  1228.94 | Step Count: 1480671 | Episode Q0:    39.17
Episode: 758/5000 | Episode reward:  1021.34 | Episode steps: 2500 | Average reward:  1208.99 | Step Count: 1483171 | Episode Q0:    39.17
Episode: 759/5000 | Episode reward:  1535.27 | Episode steps: 2500 | Average reward:  1332.25 | Step Count: 1485671 | Episode Q0:    39.17
Episode: 760/5000 | Episode reward:  1772.25 | Episode steps: 2500 | Average reward:  1467.57 | Step Count: 1488171 | Episode Q0:    39.17
Episode: 761/5000 | Episode reward:   386.29 | Episode steps: 2500 | Average reward:  1353.20 | Step Count: 1490671 | Episode Q0:    39.17
Episode: 762/5000 | Episode reward:  1448.16 | Episode steps: 2500 | Average reward:  1348.06 | Step Count: 1493171 | Episode Q0:    39.17
Episode: 763/5000 | Episode reward:  1610.20 | Episode steps: 2500 | Average reward:  1358.10 | Step Count: 1495671 | Episode Q0:    39.17
Episode: 764/5000 | Episode reward:  1270.15 | Episode steps: 2500 | Average reward:  1356.41 | Step Count: 1498171 | Episode Q0:    39.17
Episode: 765/5000 | Episode reward:  1193.49 | Episode steps: 2500 | Average reward:  1317.72 | Step Count: 1500671 | Episode Q0:    39.17
Episode: 766/5000 | Episode reward:  1336.20 | Episode steps: 2500 | Average reward:  1291.57 | Step Count: 1503171 | Episode Q0:    39.17
Episode: 767/5000 | Episode reward:  1720.51 | Episode steps: 2500 | Average reward:  1329.39 | Step Count: 1505671 | Episode Q0:    39.17
Episode: 768/5000 | Episode reward:  1446.69 | Episode steps: 2500 | Average reward:  1371.92 | Step Count: 1508171 | Episode Q0:    39.17
Episode: 769/5000 | Episode reward:  1624.66 | Episode steps: 2500 | Average reward:  1380.86 | Step Count: 1510671 | Episode Q0:    39.17
Episode: 770/5000 | Episode reward:  1704.67 | Episode steps: 2500 | Average reward:  1374.10 | Step Count: 1513171 | Episode Q0:    39.17
Episode: 771/5000 | Episode reward:  1705.28 | Episode steps: 2500 | Average reward:  1506.00 | Step Count: 1515671 | Episode Q0:    39.17
Episode: 772/5000 | Episode reward:  1234.67 | Episode steps: 2500 | Average reward:  1484.65 | Step Count: 1518171 | Episode Q0:    39.17
Episode: 773/5000 | Episode reward:  1576.63 | Episode steps: 2500 | Average reward:  1481.30 | Step Count: 1520671 | Episode Q0:    39.17
Episode: 774/5000 | Episode reward:  1792.47 | Episode steps: 2500 | Average reward:  1533.53 | Step Count: 1523171 | Episode Q0:    39.17
Episode: 775/5000 | Episode reward:  1334.91 | Episode steps: 2500 | Average reward:  1547.67 | Step Count: 1525671 | Episode Q0:    39.17
Episode: 776/5000 | Episode reward:  1467.28 | Episode steps: 2500 | Average reward:  1560.78 | Step Count: 1528171 | Episode Q0:    39.17
Episode: 777/5000 | Episode reward:  1617.34 | Episode steps: 2500 | Average reward:  1550.46 | Step Count: 1530671 | Episode Q0:    37.84
Episode: 778/5000 | Episode reward:  1753.61 | Episode steps: 2500 | Average reward:  1581.15 | Step Count: 1533171 | Episode Q0:    37.84
Episode: 779/5000 | Episode reward:  1011.52 | Episode steps: 2500 | Average reward:  1519.84 | Step Count: 1535671 | Episode Q0:    37.84
Episode: 780/5000 | Episode reward:  1818.52 | Episode steps: 2500 | Average reward:  1531.22 | Step Count: 1538171 | Episode Q0:    37.84
Episode: 781/5000 | Episode reward:  1747.62 | Episode steps: 2500 | Average reward:  1535.46 | Step Count: 1540671 | Episode Q0:    37.84
Episode: 782/5000 | Episode reward:  1789.78 | Episode steps: 2500 | Average reward:  1590.97 | Step Count: 1543171 | Episode Q0:    37.84
Episode: 783/5000 | Episode reward:   140.26 | Episode steps: 2500 | Average reward:  1447.33 | Step Count: 1545671 | Episode Q0:    37.84
Episode: 784/5000 | Episode reward:  1599.44 | Episode steps: 2500 | Average reward:  1428.03 | Step Count: 1548171 | Episode Q0:    37.84
Episode: 785/5000 | Episode reward:  1460.98 | Episode steps: 2500 | Average reward:  1440.64 | Step Count: 1550671 | Episode Q0:    37.84
Episode: 786/5000 | Episode reward:  1763.30 | Episode steps: 2500 | Average reward:  1470.24 | Step Count: 1553171 | Episode Q0:    37.84
Episode: 787/5000 | Episode reward:  1702.78 | Episode steps: 2500 | Average reward:  1478.78 | Step Count: 1555671 | Episode Q0:    37.84
Episode: 788/5000 | Episode reward:  1772.32 | Episode steps: 2500 | Average reward:  1480.65 | Step Count: 1558171 | Episode Q0:    37.84
Episode: 789/5000 | Episode reward:  1399.53 | Episode steps: 2500 | Average reward:  1519.45 | Step Count: 1560671 | Episode Q0:    37.84
Episode: 790/5000 | Episode reward:  1402.24 | Episode steps: 2500 | Average reward:  1477.83 | Step Count: 1563171 | Episode Q0:    37.84
Episode: 791/5000 | Episode reward:  1518.48 | Episode steps: 2500 | Average reward:  1454.91 | Step Count: 1565671 | Episode Q0:    37.84
Episode: 792/5000 | Episode reward:  1005.63 | Episode steps: 2500 | Average reward:  1376.50 | Step Count: 1568171 | Episode Q0:    37.84
Episode: 793/5000 | Episode reward:   382.58 | Episode steps: 2500 | Average reward:  1400.73 | Step Count: 1570671 | Episode Q0:    37.84
Episode: 794/5000 | Episode reward:  1376.12 | Episode steps: 2500 | Average reward:  1378.40 | Step Count: 1573171 | Episode Q0:    37.82
Episode: 795/5000 | Episode reward:  1464.68 | Episode steps: 2500 | Average reward:  1378.77 | Step Count: 1575671 | Episode Q0:    37.82
Episode: 796/5000 | Episode reward:  1110.34 | Episode steps: 2500 | Average reward:  1313.47 | Step Count: 1578171 | Episode Q0:    37.82
Episode: 797/5000 | Episode reward:  1575.14 | Episode steps: 2500 | Average reward:  1300.71 | Step Count: 1580671 | Episode Q0:    37.82
Episode: 798/5000 | Episode reward:  1226.52 | Episode steps: 2500 | Average reward:  1246.13 | Step Count: 1583171 | Episode Q0:    37.82
Episode: 799/5000 | Episode reward:  1473.60 | Episode steps: 2500 | Average reward:  1253.53 | Step Count: 1585671 | Episode Q0:    37.82
Episode: 800/5000 | Episode reward:  1685.05 | Episode steps: 2500 | Average reward:  1281.81 | Step Count: 1588171 | Episode Q0:    37.82
Episode: 801/5000 | Episode reward:  1278.15 | Episode steps: 2500 | Average reward:  1257.78 | Step Count: 1590671 | Episode Q0:    37.82
Episode: 802/5000 | Episode reward:  1480.29 | Episode steps: 2500 | Average reward:  1305.25 | Step Count: 1593171 | Episode Q0:    37.82
Episode: 803/5000 | Episode reward:  1430.67 | Episode steps: 2500 | Average reward:  1410.05 | Step Count: 1595671 | Episode Q0:    37.82
Episode: 804/5000 | Episode reward:  1236.43 | Episode steps: 2500 | Average reward:  1396.09 | Step Count: 1598171 | Episode Q0:    37.82
Episode: 805/5000 | Episode reward:  1545.07 | Episode steps: 2500 | Average reward:  1404.12 | Step Count: 1600671 | Episode Q0:    37.82
Episode: 806/5000 | Episode reward:  1553.42 | Episode steps: 2500 | Average reward:  1448.43 | Step Count: 1603171 | Episode Q0:    37.82
Episode: 807/5000 | Episode reward:  1178.73 | Episode steps: 2500 | Average reward:  1408.79 | Step Count: 1605671 | Episode Q0:    37.82
Episode: 808/5000 | Episode reward:  1620.15 | Episode steps: 2500 | Average reward:  1448.15 | Step Count: 1608171 | Episode Q0:    37.82
Episode: 809/5000 | Episode reward:  1491.06 | Episode steps: 2500 | Average reward:  1449.90 | Step Count: 1610671 | Episode Q0:    37.82
Episode: 810/5000 | Episode reward:  1366.39 | Episode steps: 2500 | Average reward:  1418.03 | Step Count: 1613171 | Episode Q0:    37.82
Episode: 811/5000 | Episode reward:  1506.57 | Episode steps: 2500 | Average reward:  1440.88 | Step Count: 1615671 | Episode Q0:    37.82
Episode: 812/5000 | Episode reward:  1554.39 | Episode steps: 2500 | Average reward:  1448.29 | Step Count: 1618171 | Episode Q0:    37.82
Episode: 813/5000 | Episode reward:  1407.70 | Episode steps: 2500 | Average reward:  1445.99 | Step Count: 1620671 | Episode Q0:    37.82
Episode: 814/5000 | Episode reward:  1679.29 | Episode steps: 2500 | Average reward:  1490.28 | Step Count: 1623171 | Episode Q0:    37.82
Episode: 815/5000 | Episode reward:  1615.90 | Episode steps: 2500 | Average reward:  1497.36 | Step Count: 1625671 | Episode Q0:    37.82
Episode: 816/5000 | Episode reward:  1346.03 | Episode steps: 2500 | Average reward:  1476.62 | Step Count: 1628171 | Episode Q0:    37.82
Episode: 817/5000 | Episode reward:  1651.52 | Episode steps: 2500 | Average reward:  1523.90 | Step Count: 1630671 | Episode Q0:    37.82
Episode: 818/5000 | Episode reward:  1414.43 | Episode steps: 2500 | Average reward:  1503.33 | Step Count: 1633171 | Episode Q0:    37.82
Episode: 819/5000 | Episode reward:  1422.19 | Episode steps: 2500 | Average reward:  1496.44 | Step Count: 1635671 | Episode Q0:    37.82
Episode: 820/5000 | Episode reward:  1378.67 | Episode steps: 2500 | Average reward:  1497.67 | Step Count: 1638171 | Episode Q0:    37.82
Episode: 821/5000 | Episode reward:  1770.61 | Episode steps: 2500 | Average reward:  1524.07 | Step Count: 1640671 | Episode Q0:    37.43
Episode: 822/5000 | Episode reward:  1423.91 | Episode steps: 2500 | Average reward:  1511.03 | Step Count: 1643171 | Episode Q0:    37.43
Episode: 823/5000 | Episode reward:  1597.35 | Episode steps: 2500 | Average reward:  1529.99 | Step Count: 1645671 | Episode Q0:    37.43
Episode: 824/5000 | Episode reward:  1107.89 | Episode steps: 2500 | Average reward:  1472.85 | Step Count: 1648171 | Episode Q0:    37.43
Episode: 825/5000 | Episode reward:   719.11 | Episode steps: 2500 | Average reward:  1383.17 | Step Count: 1650671 | Episode Q0:    37.43
Episode: 826/5000 | Episode reward:  1645.61 | Episode steps: 2500 | Average reward:  1413.13 | Step Count: 1653171 | Episode Q0:    37.43
Episode: 827/5000 | Episode reward:  1433.26 | Episode steps: 2500 | Average reward:  1391.30 | Step Count: 1655671 | Episode Q0:    37.43
Episode: 828/5000 | Episode reward:  1322.27 | Episode steps: 2500 | Average reward:  1382.09 | Step Count: 1658171 | Episode Q0:    37.43
Episode: 829/5000 | Episode reward:  1550.29 | Episode steps: 2500 | Average reward:  1394.90 | Step Count: 1660671 | Episode Q0:    37.43
Episode: 830/5000 | Episode reward:  1550.59 | Episode steps: 2500 | Average reward:  1412.09 | Step Count: 1663171 | Episode Q0:    37.43
Episode: 831/5000 | Episode reward:  1511.36 | Episode steps: 2500 | Average reward:  1386.16 | Step Count: 1665671 | Episode Q0:    37.43
Episode: 832/5000 | Episode reward:  1449.06 | Episode steps: 2500 | Average reward:  1388.68 | Step Count: 1668171 | Episode Q0:    37.43
Episode: 833/5000 | Episode reward:  1582.18 | Episode steps: 2500 | Average reward:  1387.16 | Step Count: 1670671 | Episode Q0:    37.43
Episode: 834/5000 | Episode reward:  1562.27 | Episode steps: 2500 | Average reward:  1432.60 | Step Count: 1673171 | Episode Q0:    37.43
Episode: 835/5000 | Episode reward:  1498.15 | Episode steps: 2500 | Average reward:  1510.50 | Step Count: 1675671 | Episode Q0:    37.43
Episode: 836/5000 | Episode reward:  1203.16 | Episode steps: 2500 | Average reward:  1466.26 | Step Count: 1678171 | Episode Q0:    37.43
Episode: 837/5000 | Episode reward:  1531.52 | Episode steps: 2500 | Average reward:  1476.09 | Step Count: 1680671 | Episode Q0:    37.43
Episode: 838/5000 | Episode reward:  1442.36 | Episode steps: 2500 | Average reward:  1488.09 | Step Count: 1683171 | Episode Q0:    36.99
Episode: 839/5000 | Episode reward:  1567.09 | Episode steps: 2500 | Average reward:  1489.77 | Step Count: 1685671 | Episode Q0:    36.99
Episode: 840/5000 | Episode reward:  1684.35 | Episode steps: 2500 | Average reward:  1503.15 | Step Count: 1688171 | Episode Q0:    36.99
Episode: 841/5000 | Episode reward:  1340.00 | Episode steps: 2500 | Average reward:  1486.01 | Step Count: 1690671 | Episode Q0:    36.99
Episode: 842/5000 | Episode reward:  1564.77 | Episode steps: 2500 | Average reward:  1497.58 | Step Count: 1693171 | Episode Q0:    36.99
Episode: 843/5000 | Episode reward:  1507.99 | Episode steps: 2500 | Average reward:  1490.17 | Step Count: 1695671 | Episode Q0:    36.99
Episode: 844/5000 | Episode reward:  1455.94 | Episode steps: 2500 | Average reward:  1479.53 | Step Count: 1698171 | Episode Q0:    36.99
Episode: 845/5000 | Episode reward:  1668.67 | Episode steps: 2500 | Average reward:  1496.58 | Step Count: 1700671 | Episode Q0:    36.99
Episode: 846/5000 | Episode reward:   911.25 | Episode steps: 2500 | Average reward:  1467.39 | Step Count: 1703171 | Episode Q0:    36.99
Episode: 847/5000 | Episode reward:  1418.24 | Episode steps: 2500 | Average reward:  1456.07 | Step Count: 1705671 | Episode Q0:    36.99
Episode: 848/5000 | Episode reward:  1670.60 | Episode steps: 2500 | Average reward:  1478.89 | Step Count: 1708171 | Episode Q0:    36.99
Episode: 849/5000 | Episode reward:  1514.28 | Episode steps: 2500 | Average reward:  1473.61 | Step Count: 1710671 | Episode Q0:    36.99
Episode: 850/5000 | Episode reward:  1312.70 | Episode steps: 2500 | Average reward:  1436.44 | Step Count: 1713171 | Episode Q0:    36.99
Episode: 851/5000 | Episode reward:  1678.85 | Episode steps: 2500 | Average reward:  1470.33 | Step Count: 1715671 | Episode Q0:    36.99
Episode: 852/5000 | Episode reward:  1665.85 | Episode steps: 2500 | Average reward:  1480.44 | Step Count: 1718171 | Episode Q0:    36.99
Episode: 853/5000 | Episode reward:  1092.42 | Episode steps: 2500 | Average reward:  1438.88 | Step Count: 1720671 | Episode Q0:    36.99
Episode: 854/5000 | Episode reward:  1577.80 | Episode steps: 2500 | Average reward:  1451.07 | Step Count: 1723171 | Episode Q0:    36.99
Episode: 855/5000 | Episode reward:  1753.53 | Episode steps: 2500 | Average reward:  1459.55 | Step Count: 1725671 | Episode Q0:    36.99
Episode: 856/5000 | Episode reward:  1481.92 | Episode steps: 2500 | Average reward:  1516.62 | Step Count: 1728171 | Episode Q0:    36.99
Episode: 857/5000 | Episode reward:  1577.18 | Episode steps: 2500 | Average reward:  1532.51 | Step Count: 1730671 | Episode Q0:    36.99
Episode: 858/5000 | Episode reward:  1538.20 | Episode steps: 2500 | Average reward:  1519.27 | Step Count: 1733171 | Episode Q0:    36.99
Episode: 859/5000 | Episode reward:  1561.25 | Episode steps: 2500 | Average reward:  1523.97 | Step Count: 1735671 | Episode Q0:    36.99
Episode: 860/5000 | Episode reward:  1211.22 | Episode steps: 2500 | Average reward:  1513.82 | Step Count: 1738171 | Episode Q0:    36.99
Episode: 861/5000 | Episode reward:  1431.45 | Episode steps: 2500 | Average reward:  1489.08 | Step Count: 1740671 | Episode Q0:    36.99
Episode: 862/5000 | Episode reward:  1536.04 | Episode steps: 2500 | Average reward:  1476.10 | Step Count: 1743171 | Episode Q0:    36.99
Episode: 863/5000 | Episode reward:  1425.79 | Episode steps: 2500 | Average reward:  1509.44 | Step Count: 1745671 | Episode Q0:    36.99
Episode: 864/5000 | Episode reward:  1239.85 | Episode steps: 2500 | Average reward:  1475.64 | Step Count: 1748171 | Episode Q0:    36.99
Episode: 865/5000 | Episode reward:  1599.26 | Episode steps: 2500 | Average reward:  1460.22 | Step Count: 1750671 | Episode Q0:    37.39
Episode: 866/5000 | Episode reward:  1513.51 | Episode steps: 2500 | Average reward:  1463.38 | Step Count: 1753171 | Episode Q0:    37.39
Episode: 867/5000 | Episode reward:  1634.40 | Episode steps: 2500 | Average reward:  1469.10 | Step Count: 1755671 | Episode Q0:    37.39
Episode: 868/5000 | Episode reward:  1669.31 | Episode steps: 2500 | Average reward:  1482.21 | Step Count: 1758171 | Episode Q0:    37.39
Episode: 869/5000 | Episode reward:  1587.80 | Episode steps: 2500 | Average reward:  1484.86 | Step Count: 1760671 | Episode Q0:    37.39
Episode: 870/5000 | Episode reward:  1707.17 | Episode steps: 2500 | Average reward:  1534.46 | Step Count: 1763171 | Episode Q0:    37.39
Episode: 871/5000 | Episode reward:  1635.89 | Episode steps: 2500 | Average reward:  1554.90 | Step Count: 1765671 | Episode Q0:    37.39
Episode: 872/5000 | Episode reward:  1603.62 | Episode steps: 2500 | Average reward:  1561.66 | Step Count: 1768171 | Episode Q0:    37.39
Episode: 873/5000 | Episode reward:   641.85 | Episode steps: 2500 | Average reward:  1483.27 | Step Count: 1770671 | Episode Q0:    37.39
Episode: 874/5000 | Episode reward:  1564.19 | Episode steps: 2500 | Average reward:  1515.70 | Step Count: 1773171 | Episode Q0:    37.39
Episode: 875/5000 | Episode reward:  1546.48 | Episode steps: 2500 | Average reward:  1510.42 | Step Count: 1775671 | Episode Q0:    37.39
Episode: 876/5000 | Episode reward:  1328.63 | Episode steps: 2500 | Average reward:  1491.93 | Step Count: 1778171 | Episode Q0:    37.39
Episode: 877/5000 | Episode reward:  1656.59 | Episode steps: 2500 | Average reward:  1494.15 | Step Count: 1780671 | Episode Q0:    37.39
Episode: 878/5000 | Episode reward:  1755.25 | Episode steps: 2500 | Average reward:  1502.75 | Step Count: 1783171 | Episode Q0:    37.39
Episode: 879/5000 | Episode reward:  1475.32 | Episode steps: 2500 | Average reward:  1491.50 | Step Count: 1785671 | Episode Q0:    37.39
Episode: 880/5000 | Episode reward:  1450.58 | Episode steps: 2500 | Average reward:  1465.84 | Step Count: 1788171 | Episode Q0:    37.39
Episode: 881/5000 | Episode reward:  1588.68 | Episode steps: 2500 | Average reward:  1461.12 | Step Count: 1790671 | Episode Q0:    37.39
Episode: 882/5000 | Episode reward:  1288.83 | Episode steps: 2500 | Average reward:  1429.64 | Step Count: 1793171 | Episode Q0:    37.18
Episode: 883/5000 | Episode reward:  1062.24 | Episode steps: 2500 | Average reward:  1471.68 | Step Count: 1795671 | Episode Q0:    37.18
Episode: 884/5000 | Episode reward:  1473.92 | Episode steps: 2500 | Average reward:  1462.65 | Step Count: 1798171 | Episode Q0:    37.18
Episode: 885/5000 | Episode reward:  1678.49 | Episode steps: 2500 | Average reward:  1475.85 | Step Count: 1800671 | Episode Q0:    37.18
Episode: 886/5000 | Episode reward:  1523.22 | Episode steps: 2500 | Average reward:  1495.31 | Step Count: 1803171 | Episode Q0:    37.18
Episode: 887/5000 | Episode reward:  1648.26 | Episode steps: 2500 | Average reward:  1494.48 | Step Count: 1805671 | Episode Q0:    37.18
Episode: 888/5000 | Episode reward:  1562.16 | Episode steps: 2500 | Average reward:  1475.17 | Step Count: 1808171 | Episode Q0:    37.18
Episode: 889/5000 | Episode reward:  1608.67 | Episode steps: 2500 | Average reward:  1488.51 | Step Count: 1810671 | Episode Q0:    37.18
Episode: 890/5000 | Episode reward:  1488.23 | Episode steps: 2500 | Average reward:  1492.27 | Step Count: 1813171 | Episode Q0:    37.18
Episode: 891/5000 | Episode reward:  1515.52 | Episode steps: 2500 | Average reward:  1484.95 | Step Count: 1815671 | Episode Q0:    37.18
